ID,Caption,CUIs,CUI_caption,keywords
ROCOv2_2023_train_005311,CT-scan at the end of chemotherapy treatment showing complete response.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Skull, Frontal View, Normal"
ROCOv2_2023_train_005315,ECG-gated computerized tomography scan of the chest without IV contrast.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Frontal View, Normal."
ROCOv2_2023_train_005316,Initial chest x-ray demonstrating elevated diaphragm (black arrows).,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Elevated diaphragm."
ROCOv2_2023_train_005321,Magnetic resonance without any abnormality.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Frontal View, Normal."
ROCOv2_2023_train_005322,A postoperative CT scan.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Postoperative, Normal."
ROCOv2_2023_train_005324,Free intraperitoneal air is identified (arrowhead).,C0040405,X-Ray Computed Tomography,"X-ray, Abdomen, Front view of Image, Normal"
ROCOv2_2023_train_005344,Chest radiograph post endotracheal intubation,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front View, Normal."
ROCOv2_2023_train_005350,The coronal plane of a CT-V scan in a patient with left-sided inferior vena cava (IVC).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Coronal Plane, Normal."
ROCOv2_2023_train_005353,Chest radiograph on the day of admission noted indistinct increased markings and a patchy opacity in the right lower lung.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Patchy opacity in the right lower lung."
ROCOv2_2023_train_005354,Initial panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal."
ROCOv2_2023_train_005356,Final panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal"
ROCOv2_2023_train_005357,Seven-years posttreatment panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic View, Normal"
ROCOv2_2023_train_005361,Preoperative lateral supine CT scan with sagittal reconstruction showing the anterolisthesis of L4 and the avulsion L5 fracture (black arrow).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lower Back, Lateral and Bottom View of Spine, Anterolisthesis."
ROCOv2_2023_train_005362,"Preoperative axial CT scan at the segment L4-L5 showing double contour (white arrow), indication of olisthesis.",C0040405,X-Ray Computed Tomography,"X-ray, Lower Back, Axial View, Normal."
ROCOv2_2023_train_005374,Hydrocephalus. Computed tomography depicting a case of hydrocephalus after craniectomy.,C0040405,X-Ray Computed Tomography,"X-ray, Head, Side View of Hydrocephalus."
ROCOv2_2023_train_005375,MRI One Month Post-ResectionIncreased enhancement in the surgical bed.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Surgical Bed, One-month Post-Resection, Normal"
ROCOv2_2023_train_005379,Chest radiograph shows bilateral perihilar alveolar opacities.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior View, Bilateral Perihilar Alveolar Opacities."
ROCOv2_2023_train_005390,Similar findings as in Figure 4 in coronal view.,C0040405,X-Ray Computed Tomography,"X-Ray Image, Chest, Coronal View, Normal"
ROCOv2_2023_train_005394,Panoramic tomography for case vignette 2 before extraction of tooth 35. The bone height in region 35–37 is sufficient for placing implants,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Panoramic computed tomography, Skull, Frontal view, Normal."
ROCOv2_2023_train_005409,Initial OPT.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View of Bone Structure, Normal"
ROCOv2_2023_train_005411,Final OPT.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain view, Normal"
ROCOv2_2023_train_005417,"Axial computed tomography (CT) scan and dose distribution from the second course. Doses above 40 Gy are displayed, maximum dose 51 Gy. ",C0040405,X-Ray Computed Tomography,"X-Ray, Skull, Axial view of normal."
ROCOv2_2023_train_005418,Intra-abdominal free air on an erect chest X-ray.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Abdomen, Postero-Anterior, Intra-abdominal free air"
ROCOv2_2023_train_005422,Preoperative panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal"
ROCOv2_2023_train_005435,X-ray showing a hydroaeric level driven back to the periphery,C1306645;C0000726,Plain x-ray;Abdomen,"X-ray, Abdomen, Plain X-ray of the Abdomen from Above, Normal"
ROCOv2_2023_train_005449,Axial T2∗WI: showing hypointense signal in the corresponding areas.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Axial T2 weighted image, Normal."
ROCOv2_2023_train_005458,Liver MRI one month earlier demonstrated only one lesion in segment 3 and no lesion in segment 1.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Image, Liver, Slice of Image, Normal"
ROCOv2_2023_train_005459,KUB after the initial placement of the JJ stent.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-back, Normal"
ROCOv2_2023_train_005460,CT urography,C0040405,X-Ray Computed Tomography,"X-ray, Urology, Cross-sectional, Normal"
ROCOv2_2023_train_005461,KUB one day prior to the attempt of removal of JJ stent.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-Back, Normal"
ROCOv2_2023_train_005462,Anterograde pyeloureterography.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Anterior-Posterior, Normal"
ROCOv2_2023_train_005463,"The ultrasound simulation with enabled labeling. During the free learning phase (phase 1—learning mode), the anatomical structures could be labeled with color in real time by clicking on the “Labeling on” button (shown in the lower right area of the image) and overlaid with an automatically adapting legend (shown in the left image area). Displayed with enabled labeling",C0041618,Ultrasonography,"Ultrasound, Abdomen, Transverse view, Normal."
ROCOv2_2023_train_005464,"The ultrasound simulation with disabled labeling. During the free learning phase (phase 1—learning mode), the anatomical structures could be labeled with color in real time by clicking on the “Labeling on” button (shown in the lower right area of the image) and overlaid with an automatically adapting legend. Displayed with disabled labeling",C0041618,Ultrasonography,"Ultrasonography, Liver, Real-time ultrasound view of liver, Normal."
ROCOv2_2023_train_005475,"Towne radiograph shows bilateral elongated styloid processes (right: 44 mm, left: 44 mm).",C1306645,Plain x-ray,"X-ray, Wrist, Lateral, Normal"
ROCOv2_2023_train_005478,The length of styloid process was measured in the upper limits at the right side (25 mm) while it was elongated at the left side (34 mm).,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X- ray, Cranium, Plain X-ray from the side, Normal."
ROCOv2_2023_train_005480,The styloid process was in the upper limits at the right side (25 mm) and elongated at the left side (35 mm).,C1306645;C0037303;C1999039,Plain x-ray;Bone structure of cranium;Anterior-Posterior,"X-ray, Skull, Anterior-Posterior, Elongated styloid process on left side and normal at right side."
ROCOv2_2023_train_005482,"Towne radiograph shows bilateral elongated styloid processes (right: 29 mm, left: 30 mm).",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Skull, Lateral View, Normal."
ROCOv2_2023_train_005484,Computed tomography angiography (CTA) scan of the chest before initiation of Olaparib therapy,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Frontal View, Normal."
ROCOv2_2023_train_005488,A plain X-Ray film shows the coiled proximal part of the JJ stent with formation of an incomplete knot.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-back View, Incomplete Knot Formation"
ROCOv2_2023_train_005499,"The CT scan of Fig. 4a, here presented after adjusting image contrast settings. The arrows point to the cranial demarcation of the mid-esophageal diverticulum",C0040405,X-Ray Computed Tomography,"Computed Tomography Scan, Esophagus, Side View of Image, Normal."
ROCOv2_2023_train_005500,"Chest X-ray in anterior–posterior direction, where the air-figure of the diverticulum is demarcated with arrowheads",C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior to Anterior, Diverticulum."
ROCOv2_2023_train_005501,Chest X-ray showing bilateral patchy infiltrates,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Bilateral patchy infiltrates"
ROCOv2_2023_train_005503,Color Doppler echocardiographic examination of small VSD,C0041618,Ultrasonography,"Echocardiogram, Heart, Color Doppler examination from the side, Small ventricular septal defect."
ROCOv2_2023_train_005504,Color Doppler echocardiographic examination of large VSD,C0041618,Ultrasonography,"Echocardiography, Heart, Color Doppler view of the heart, Large Ventricular Septal Defect."
ROCOv2_2023_train_005512,Radiation therapy planning CT with isodose distributions.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Frontal View, Normal"
ROCOv2_2023_train_005516,Chest X-ray on the 5th day.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front-to-back, Normal."
ROCOv2_2023_train_005526,Axial section CT chest without contrast. Red arrow pointing to apical mass.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Axial Section, Normal"
ROCOv2_2023_train_005527,Coronal section CT chest. Red arrow showing mass on left side.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Coronal Section, Mass on Left Side Present."
ROCOv2_2023_train_005534,MRI Scan showing a crossed fused kidney on the left side.,C0040405,X-Ray Computed Tomography,"MRI Scan, Kidney, Crossed Fused View, Abnormal."
ROCOv2_2023_train_005539,Computed tomography scan showing lytic lesions involving the entire spine.,C0024485,Magnetic Resonance Imaging,"Computed Tomography Scan, Spine, Entire Length, Lytic Lesions."
ROCOv2_2023_train_005550,(A) Transvaginal ultrasound of the cornual pregnancy. (B) Detailed clarification of the ultrasound in (A).,C0041618,Ultrasonography,"Ultrasound, Womb, Transvaginal View, Cornual Pregnancy."
ROCOv2_2023_train_005552,MR imaging at most recent visit. There was no tumor recurrence.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Brain, Most recent visit, Normal"
ROCOv2_2023_train_005554,Preoperative radiograph shows a wide pulp canal space till the middle third of the canal followed by a sudden thinning.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Skull, Lateral View, Normal"
ROCOv2_2023_train_005555,Six-month follow-up radiograph,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray of the Top, Normal."
ROCOv2_2023_train_005560,T2 weighted image of left posterior parietal lesion.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Left Posterior Parietal Region, T2 Weighted View, Lesion."
ROCOv2_2023_train_005561,Right cerebellar lesion.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Cerebellum, Sagittal View, Right side lesion."
ROCOv2_2023_train_005575,CT of a grade II pancreatic injury (blue arrow showing the injury site),C0040405,X-Ray Computed Tomography,"Computed Tomography, Pancreas, X-ray View of Bottom, Grade II Injury."
ROCOv2_2023_train_005577,X-ray of the right sided ribs revealing a fracture involving the lateral aspect of the 7th rib.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Ribcage, Front-to-back, Fracture"
ROCOv2_2023_train_005601,Brain CT at 6 months after surgery shows improved lesion.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Brain, Axial View, Improved."
ROCOv2_2023_train_005608,"Angiography, sagittal view, showing the absence of flow in the great vein of Galen.",C0002978,angiogram,"Angiography, brain, sagittal view, Absence of flow."
ROCOv2_2023_train_005609,DSA – 9 months post–embolisation,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Lower Limbs, Sagittal View, Normal"
ROCOv2_2023_train_005610,CT – 9 months post–embolisation,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, X-ray, Normal"
ROCOv2_2023_train_005626,Example of B-lines. The pleural line (horizontal arrow) is identified as an echogenic line noted about 0.5-cm deep and perpendicular to the rib shadowing (vertical arrows). The comet-tail or ring-down artifacts (arrow heads) begin at the pleural line and extend to the edge of the image,C0041618,Ultrasonography,"Ultrasound, Lungs, Horizontal View, Normal"
ROCOv2_2023_train_005642,Magnetic resonance T1-weighted contrast-enhanced imaging; sagittal view.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Sagittal View, Normal."
ROCOv2_2023_train_005643,Magnetic resonance T1-weighted contrast-enhanced imaging; coronal view.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Whole Body, Coronal View, Normal."
ROCOv2_2023_train_005644,Thoracic CT scan showing lung damage of 95%.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Frontal View, Lung damage of 95%."
ROCOv2_2023_train_005645,Thoracic CT scan showing lung damage of 30%.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"X- ray, Chest, Frontal View, Lung damage of 30%."
ROCOv2_2023_train_005646,Thoracic CT scan showing lung damage of >90%.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"X-ray, Chest, Front View, Lung Damage."
ROCOv2_2023_train_005653,Tract profiling: Generation of an overlapping tract bundle between two ROIs (shown by green and blue) for all of the subjects regardless of the groups.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Sagittal View, Normal"
ROCOv2_2023_train_005655,CT of the thorax depicting diffuse bilateral ground-glass opacities with intralobular septal thickening; the findings are reported by the radiologist to be a crazy paving pattern.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Thorax, Cross-Sectional View, Normal."
ROCOv2_2023_train_005656,"Posterior-anterior chest radiograph after three sessions of WLL, demonstrating improvement of the infiltrative process.",C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Lung infiltrative process improvement."
ROCOv2_2023_train_005670,"CT scan and 3D reconstructed CT scan, as performed by UHL.",C0040405,X-Ray Computed Tomography,"X-ray Computed Tomography, Abdomen, Reconstructed 3D View, Normal"
ROCOv2_2023_train_005682,Black Ink,C0041618,Ultrasonography,"Ultrasonography, Liver, Sagittal view, Normal."
ROCOv2_2023_train_005683,"ADF, Advance Dynamic Flow",C0041618,Ultrasonography,"Ultrasonography, Liver, Frontal, Normal"
ROCOv2_2023_train_005684,FNAC (Fine Needle Aspiration Cytology) Showed under guide,C0041618,Ultrasonography,"Ultrasound, Liver, Under guidance, Normal."
ROCOv2_2023_train_005688,Chest X-ray on follow-up shows improvement of the consolidation,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_005694,Parasternal short-axis view shows double-orifice mitral valve by two-dimensional echocardiography.,C0041618,Ultrasonography,"Echocardiography image, Heart, Short-axis view of mitral valve, Normal."
ROCOv2_2023_train_005695,"Apical short-axis view shows numerous, excessively prominent trabeculations associated with intertrabecular recesses by two-dimensional echocardiography.",C0041618,Ultrasonography,"Echocardiogram, Heart, Short-axis view from top, Abnormal."
ROCOv2_2023_train_005702,Postsurgical orthopantomograph revealing right side hemimaxillectomy.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Orthopantomograph, skull, side view of bone structure, Hemimaxillectomy."
ROCOv2_2023_train_005704,Exemplary illustration of the rib fracture localization using the method of Ritchie et al. (2006).,C0040405,X-Ray Computed Tomography,"Computed Tomography Scan, Ribcage, Frontal View, Normal."
ROCOv2_2023_train_005714,CT of neck (coronal view),C0040405,X-Ray Computed Tomography,"Computed Tomography, Neck, Coronal View, Normal"
ROCOv2_2023_train_005715,CT of neck (axial view),C0040405,X-Ray Computed Tomography,"Computed Tomography, Neck, Axial View, Normal"
ROCOv2_2023_train_005716,MRI of neck,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Neck, Front, Normal"
ROCOv2_2023_train_005717,CT angiography of neck,C0024485,Magnetic Resonance Imaging,"Computed Tomography, Neck, Front of Neck, Normal"
ROCOv2_2023_train_005718,Chest radiograph showing bilateral pleural effusion and alveolar infiltrates,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Bilateral pleural effusion and alveolar infiltrates."
ROCOv2_2023_train_005722,ERCP showing no filling defects following sphincterotomy.Endoscopic retrograde cholangiopancreatography (ERCP),C0002978,angiogram,"X-ray, Pancreas and bile ducts, Side view, Normal"
ROCOv2_2023_train_005725,T1-weighted MRI scan showing homogenous soft tissue mass in the left subglottic region.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Soft Tissue, Left Subglottic Region from the bottom, Normal."
ROCOv2_2023_train_005732,T1 sequence with the receiver/stimulator in a position of 90° and 9 cm. The IAC is good and the labyrinth is not visible.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Inner Ear, Side View of Labyrinth, Normal."
ROCOv2_2023_train_005733,T1 sequence with the receiver/stimulator in a position of 120° and 9 cm. The IAC and the labyrinth are good visible.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Inner Ear and Auditory Canal, Lateral View of Image, Normal."
ROCOv2_2023_train_005734,T1 sequence with the receiver/stimulator in a position of 160° and 9 cm. The IAC and the labyrinth are not visible.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Inner Ear, Side view of Inner Ear, Normal."
ROCOv2_2023_train_005735,T2 sequence with the receiver/stimulator in a position of 120° and 9 cm. The IAC and the labyrinth are excellent visible.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Inner Ear and Auditory Canal, Side view, Normal."
ROCOv2_2023_train_005736,T2 sequence with the receiver/stimulator in a position of 160° and 9 cm. The IAC is excellent and the labyrinth is good visible.,C0024485,Magnetic Resonance Imaging,"MRI, Inner Ear and Labyrinth, Side view of the Inner Ear, Normal."
ROCOv2_2023_train_005757,T2 weighted image in coronal view revealing a macrocystic lesion in the right side posterior cervical triangle.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Image, Spine, Coronal View, Macrocystic Lesion."
ROCOv2_2023_train_005765,Coronal CT image showing evidence of ureteral fungal ball (red arrow) and emphysematous cystitis (blue arrow).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Kidney, Coronal View, Ureteral Fungal Ball and Emphysematous Cystitis."
ROCOv2_2023_train_005774,"First trimester sonography in a 26-year old pregnant woman at 12.5 weeks of gestation. The undetectable calvarial bone can be observed clearly in this image, which confirms previous diagnosis.",C0041618,Ultrasonography,"Ultrasound, Skull, Clear view from above, Normal."
ROCOv2_2023_train_005777,Portable chest X-ray. Portable chest X-ray showing bilateral patchy airspace opacities.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"Portable X-ray, Chest, Anterior-Posterior, Bilateral patchy airspace opacities."
ROCOv2_2023_train_005778,"Portable chest X-ray. Chest X-ray seven hours after admission, showing worsening bilateral patchy infiltrates.",C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Worsening bilateral patchy infiltrates."
ROCOv2_2023_train_005779,A normal AP chest radiograph of an ICU patient,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal ICU patient."
ROCOv2_2023_train_005783,A position of the tip of the endotracheal tube is high at the level of the spinous process of D1 (arrow),C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Spine, Posterior-anterior, Normal"
ROCOv2_2023_train_005810,PA stage C of Balthazar.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Stage of Balthazar, Side, Normal."
ROCOv2_2023_train_005812,Pericarditis.,C0041618,Ultrasonography,"Ultrasound image, Pericardium, View from side, Pericarditis."
ROCOv2_2023_train_005813,Chest X-ray showing free intraperitoneal air.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior view, Free intraperitoneal air present."
ROCOv2_2023_train_005815,Abdomen X-ray: disappearance of metallic opacities 48 hours after a laxative treatment,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-back View, Normal"
ROCOv2_2023_train_005843,Urokinase was directly administered via the inferior mesenteric vein.,C0002978,angiogram,"Angiogram, Artery, Inferior side, Normal."
ROCOv2_2023_train_005846,Abdominal CT showing splenomegaly.,C0040405,X-Ray Computed Tomography,"X-ray, Spleen, Frontal, Splenomegaly"
ROCOv2_2023_train_005848,Computed tomography scan of chest,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography scan of Chest, Chest, Front view of Image, Normal."
ROCOv2_2023_train_005851,MRI examination of the tailgut cysts. Red arrows indicate the tailgut cysts,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Tail, Bottom View, Normal."
ROCOv2_2023_train_005853,Coronal CT section of the patient’s abdomen showing a left saccular infrarenal aortic aneurysm,C0040405;C0000726,X-Ray Computed Tomography;Abdomen,"Computed Tomography, Abdomen, Coronal section, Aortic aneurysm."
ROCOv2_2023_train_005861,Chest X-ray postero-anterior view.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-to-Anterior, Normal."
ROCOv2_2023_train_005872,Preoperative tomodensitometry.,C0040405,X-Ray Computed Tomography,"X-ray, Chest, Anterior view, Normal"
ROCOv2_2023_train_005873,Preoperative MRI T1 Fat Sat gadolinium.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Spine, Sagittal, Normal"
ROCOv2_2023_train_005874,Preoperative MRI T2 Fat Sat.,C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Image, Spine, T2 Fat Sat View, Normal."
ROCOv2_2023_train_005881,Normal chest X-ray of the patient,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_005883,Normal upper GI series of the patient. GI: gastrointestinal,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Anterior-Posterior, Normal"
ROCOv2_2023_train_005884,Mild ground glass infiltrates in the lung bases,C0040405,X-Ray Computed Tomography,"X-ray, Lung, Bottom, Mild ground glass infiltrates"
ROCOv2_2023_train_005890,Retained placental products 2 days post CS.,C0041618,Ultrasonography,"Ultrasonography, Placenta, Bottom view of, Retained placental products."
ROCOv2_2023_train_005891,Retained placental product 2 weeks post CS.,C0041618,Ultrasonography,"Ultrasonography, Placenta, Frontal view of placenta, Retained placental product."
ROCOv2_2023_train_005897,Dental panoramic view.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic View, Normal."
ROCOv2_2023_train_005901,Axial contrast-enhanced CT scan of AEF.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Axial contrast-enhanced, Arteriovenous fistula."
ROCOv2_2023_train_005902,Sagittal contrast-enhanced CT scan of AEF.,C0024485,Magnetic Resonance Imaging,"Computed tomography scan, Abdomen, Sagittal contrast-enhanced view, Acute Enteric Fistula."
ROCOv2_2023_train_005903,Coronal contrast-enhanced CT scan of AEF.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Liver, Coronal, Arteriovenous Fistula."
ROCOv2_2023_train_005923,CTA Chest Right Upper LobeCTA: Computed tomography angiography,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography Image, Chest, Right Upper Lobe, Normal"
ROCOv2_2023_train_005926,The patient's thoracic CT scan without contrast.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Thorax, Front, Normal"
ROCOv2_2023_train_005928,Bilateral interstitial opacities.Arrows pointing towards bilateral interstitial opacities.,C0040405,X-Ray Computed Tomography,"X-ray, Chest, Bilateral interstitial opacities from above, Normal."
ROCOv2_2023_train_005951,CT of case report 1 showing location of thoracic fracture.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, X-ray, Normal."
ROCOv2_2023_train_005952,CT of case report 2 showing location of thoracic fracture.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, X-ray View, Normal."
ROCOv2_2023_train_005954,Panoramic radiography at the initial examination.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic view, Normal"
ROCOv2_2023_train_005976,Chest CT scan,C0040405,X-Ray Computed Tomography,"X-Ray, Chest, Cross-Sectional View, Normal"
ROCOv2_2023_train_006001,Patient 3 chest radiography showing normal study,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-anterior, Normal"
ROCOv2_2023_train_006002,Patient 5 chest radiograph showing normal study,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front-to-Back, Normal."
ROCOv2_2023_train_006003,Preoperative OPG (Case 1),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray from above, Normal."
ROCOv2_2023_train_006004,Postoperative OPG (Case 1),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray, Normal."
ROCOv2_2023_train_006005,Postoperative OPG (Case 2),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View of Skull, Normal."
ROCOv2_2023_train_006006,Preoperative OPG (Case 3),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray of Top, Normal."
ROCOv2_2023_train_006007,Postoperative OPG (Case 3),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Plain X-ray, Cranium, Postoperative, Normal."
ROCOv2_2023_train_006008,Preoperative OPG (Case 4),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain, Normal"
ROCOv2_2023_train_006009,Postoperative OPG (Case 5),C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Posterior view, Normal."
ROCOv2_2023_train_006010,T2‐MRI Pituitary coronal scan at 32 wk of gestation: macroadenoma (M) with significant compression of optic chiasm (O),C0024485,Magnetic Resonance Imaging,"MRI, Pituitary gland, Coronal scan, Macroadenoma with compression of optic chiasm."
ROCOv2_2023_train_006011,T1‐MRI Pituitary sagittal scan at 2 wk postpartum: macroadenoma (M) with significant compression of optic chiasm (O),C0024485,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Pituitary gland, Sagittal, Macroadenoma"
ROCOv2_2023_train_006014,Postoperative radiograph after application of Ilizarov fixator and ulnar osteotomy (Patient 1).,C1306645,Plain x-ray,"X-ray, Ulna, Lateral, Postoperative."
ROCOv2_2023_train_006015,Postoperative radiograph during disraction lengthening (Patient 2).,C1306645,Plain x-ray,"X-ray, Lower Extremity, Posterior View, Normal"
ROCOv2_2023_train_006043,Measurement of ureteral wall thickness from an axial computed tomographic image (arrows).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Ureter, Axial View, Normal"
ROCOv2_2023_train_006052,"Graphical depiction of the angles determining scapular inclination (SIA – scapular inclination angle, TSa –Thoracoscapular angle)",C0040405,X-Ray Computed Tomography,"X-ray, Scapula, Frontal view of X-ray, Normal."
ROCOv2_2023_train_006069,"The PA chest radiograph appeared normal, including the pulmonary vasculature. There was no evidence of a linear opacity, which was often reported in the previous cases. PA, posteroanterior",C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Normal."
