ID,Caption,CUIs,CUI_caption,keywords
ROCOv2_2023_train_011969,Contrasted CT scans showed the tumor with substantial enhancements. CT = computerized tomography.,C0040405;C0027651,X-Ray Computed Tomography;Neoplasms,"Computed tomography, Tumor location, Above, Abnormal."
ROCOv2_2023_train_011980,Preoperative panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal."
ROCOv2_2023_train_011981,Preoperative panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal."
ROCOv2_2023_train_011989,Straight edge sign in the same patient shown in Figure 9. This sign refers to a sharply demarcated transition between fibrotic and non-fibrotic parenchyma observed on coronal images.,C0040405,X-Ray Computed Tomography,"X-ray, Lung, Coronal View, Normal."
ROCOv2_2023_train_011991,A panoramic radiograph shows the mixed radiolucent/radiopaque masses with a cotton-wool appearance and with the entire border in three quadrants.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic view of X-ray, Normal"
ROCOv2_2023_train_011993,Axial contrast enhanced computed tomography scan showing extensive pancreatic necrosis with non-enhancement of the pancreas.,C0040405,X-Ray Computed Tomography,"X-ray Computed Tomography, Pancreas, Axial Contrast Enhanced View, Necrotic Condition."
ROCOv2_2023_train_011994,Axial contrast enhanced computed tomography scan showing interval increase in size and peripheral enhancement of walled of pancreatic necrosis.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Pancreas, Axial Contrast Enhanced View, Necrosis."
ROCOv2_2023_train_011999,Computed tomography showed pelvic fractures with contrast medium extravasation (white arrow).,C0040405,X-Ray Computed Tomography,"X-ray, Pelvis, Front view, Fractures with bleeding."
ROCOv2_2023_train_012005,"Anteroposterior plain radiograph of the chest, demonstrating disc-shaped foreign body. The en face view suggests but does not prove likely esophageal location.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anteroposterior view, Normal."
ROCOv2_2023_train_012007,Computed tomography with oral and intravenous contrast showing the pathognomonic “target sign” (white arrow).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Head, Side View, Normal"
ROCOv2_2023_train_012010,Abdominal CT scan: absence of the urinoma.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Cross-sectional, Normal."
ROCOv2_2023_train_012012,Chest CT scan of patient.,C0040405,X-Ray Computed Tomography,"X-Ray Computed Tomography, Chest, Frontal View of Image, Normal."
ROCOv2_2023_train_012015,CT scan demonstrating LEC. Note the air present in the cystic mass.,C0040405;C0205207,X-Ray Computed Tomography;Cystic,"Computed Tomography, Liver, Slice, Cyst."
ROCOv2_2023_train_012021,Computer tomography guided ICG injection into the suspected lesion.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Eye, Frontal View, Normal."
ROCOv2_2023_train_012033,Axial computerized tomography of the abdomen in a liver window demonstrating heterogeneous attenuation of the liver (arrow).,C0040405;C0000726;C0023884,X-Ray Computed Tomography;Abdomen;Liver,"X-ray computed tomography, Liver, Axial view of liver, Normal"
ROCOv2_2023_train_012039,Panoramic radiograph taken during the periodic examinations,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal"
ROCOv2_2023_train_012051,Transverse CBCT slice of the right MF is pointed by the arrow and the left MF area protuberance is pointed by the arrow.,C0040405,X-Ray Computed Tomography,"X-ray, Middle Finger, Transverse, Normal"
ROCOv2_2023_train_012052,Contrast-enhanced CT abdomen and pelvis (coronal view) demonstrating hepatosplenomegaly.,C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"X-ray Computed Tomography, Abdomen and Pelvis, Coronal View, Hepatosplenomegaly."
ROCOv2_2023_train_012053,Preoperative panoramic radiograph. The direction of the initial cuts is marked.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic View, Normal"
ROCOv2_2023_train_012054,Six days postoperatively. Please note that the bone graft is radiolucent at this stage.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View, Normal"
ROCOv2_2023_train_012055,A 23-month follow-up with excellent healing.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain, Normal"
ROCOv2_2023_train_012057,"Pre-operative dynamic radiographic study showing instability and retrospondylolisthesis, L4 on L5.",C1306645;C0037949,Plain x-ray;Vertebral column,"X-ray, Vertebral column, Lateral view of X-ray, Instability and retrospondylolisthesis."
ROCOv2_2023_train_012063,Day 1 postoperative chest X-ray shows evidence of mild atelactesis.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Mild atelectasis."
ROCOv2_2023_train_012067,Normal tissue structure.,C0040405,X-Ray Computed Tomography,"X-ray, Tissue, Normal structure, Front side."
ROCOv2_2023_train_012077,The confirmation of right pneumothorax by chest X-ray.,C1306645;C0817096,Plain x-ray;Chest,"X-ray, Chest, Lateral View of X-ray, Right Pneumothorax Confirmed."
ROCOv2_2023_train_012079,OPG.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View, Normal"
ROCOv2_2023_train_012080,PA view skull.,C1306645;C0037303;C1996865,Plain x-ray;Bone structure of cranium;Postero-Anterior,"X-ray, Skull, Posterior-anterior view, Normal"
ROCOv2_2023_train_012103,This is a coronal view of the CT scan showing the midline liver.,C0040405;C0023884,X-Ray Computed Tomography;Liver,"X-ray, Liver, Coronal View, Normal"
ROCOv2_2023_train_012105,An axial view of the water-soluble contrast study done one day post-operatively.,C1306645;C0000726;C0205129,Plain x-ray;Abdomen;Sagittal,"X-ray, Abdomen, Sagittal view, Normal."
ROCOv2_2023_train_012107,Post-treatment panorex of patient B.R. The distalization of 2.3 was obtained in 6 months.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Posterior View, Normal"
ROCOv2_2023_train_012108,"Pretreatment panorex of patient L.C.: high vestibular impaction of 2.3; α angle 48°, α sector 2–3.",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic view, Normal"
ROCOv2_2023_train_012109,Post-treatment panorex of patient L.C. The distalization was obtained in 4 months.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panorex, Normal."
ROCOv2_2023_train_012110,Computed tomographic angiogram of the chest showing bilateral infiltrates more extensive on the left.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Computed Tomography Angiogram, Bilateral Infiltrates"
ROCOv2_2023_train_012114,Plain film radiograph of 20-year-old patient with foot pain associated with exercise. Subtle periostial reaction indicated by arrow at base of second metatarsal bone indicates stress fracture.,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Foot, Anterior-Posterior, Stress Fracture."
ROCOv2_2023_train_012119,CT Scan showing fluid collection (red arrow).,C0040405;C0444611,X-Ray Computed Tomography;Fluid behavior,"X-ray, Thorax, Cross-sectional view, Fluid collection"
ROCOv2_2023_train_012134,Post-operative esophagography.,C0002978,angiogram,"X-ray, Esophagus, Post-operative view, Normal."
ROCOv2_2023_train_012135,Post-operative contrast CT showing complete healing of the lesion.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Posterior View, Normal"
ROCOv2_2023_train_012157,Chest radiography shows bronchovascular prominance on admission.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior view, Bronchovascular prominence."
ROCOv2_2023_train_012168,CT scan at presentation: axial slices demonstrate size of distal fragment.,C0040405,X-Ray Computed Tomography,"Computed Tomography Image of Leg, Axial View, Fragment Size."
ROCOv2_2023_train_012169,Multiple bilateral airspace and interstitial patchy opacities,C0040405,X-Ray Computed Tomography,"X-ray, Lungs, Bilateral patchy opacities, Normal."
ROCOv2_2023_train_012171,Radiograph of the treated site,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View, Normal"
ROCOv2_2023_train_012177,Lateral X-ray. Prominent posterior talar process.,C1306645;C0023216;C0205129,Plain x-ray;Lower Extremity;Sagittal,"X-ray, Foot, Sagittal, Normal"
ROCOv2_2023_train_012182,Normal chest X-ray (CXR).,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_012192,Large intraparenchymal ICH,C0040405,X-Ray Computed Tomography,"X-ray, Brain, Inside, Intraparenchymal Hemorrhage."
ROCOv2_2023_train_012193,Moderate subcortical intracerebral hemorrhagic stroke,C0040405,X-Ray Computed Tomography,"X-Ray, Brain, Inside, Hemorrhagic stroke."
ROCOv2_2023_train_012195,Axial image of a representative cut from the intensity-modulated radiation therapy plan showing adequate isodose lines coverage of the planning target volume.Green: planning target volume (PTV)Yellow: 90% isodose line Orange: 95% isodose line ,C0040405,X-Ray Computed Tomography,"X-ray image, Pelvis, Axial, Normal."
ROCOv2_2023_train_012196,Right middle lobe syndrome,C0040405,X-Ray Computed Tomography,"X-ray, Right lung middle lobe, Frontal view, Normal"
ROCOv2_2023_train_012217,AP radiograph taken in emergency department at initial presentation.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal"
ROCOv2_2023_train_012218,Y view radiograph taken in emergency department at initial presentation.,C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Upper Extremity, Anterior-Posterior, Normal"
ROCOv2_2023_train_012223,Coronal CT-scan.,C0040405,X-Ray Computed Tomography,"Coronal X-ray Computed Tomography, Chest, Side, Normal"
ROCOv2_2023_train_012229,Abdomen radiography. This image is original.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Back-to-Front, Normal."
ROCOv2_2023_train_012243,Preoperative Chest X-ray,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"Plain X-ray, Chest, Posterior-Anterior, Normal."
ROCOv2_2023_train_012247,"CT-abdomen showing pelvic collection. Source: Department of Radiology, Sir Ganga Ram Hospital, New Delhi.",C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"X-ray, Pelvis, Side view, Pelvic collection."
ROCOv2_2023_train_012249,Cystourethrogram and vaginogram (lateral view),C1306645;C0000726,Plain x-ray;Abdomen,"X-ray, Pelvis and Urethra, Lateral View, Normal."
ROCOv2_2023_train_012256,Chest radiography demonstrating the presence of a diffuse reticulonodular interstitial pulmonary pattern and a discrete mediastinal widening.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Interstitial pulmonary pattern with mediastinal widening."
ROCOv2_2023_train_012271,Final radiograph (72 months postoperatively) of a CCR cohort patient with massive radial impaction syndrome.,C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Radius, Anterior-Posterior, Massive Radial Impaction Syndrome."
ROCOv2_2023_train_012277,Contrast-enhanced CT neck showing left cervical abscess.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Neck, Contrast-enhanced, Abscess."
ROCOv2_2023_train_012297,Radiograph taken 30 years after operation (first stage).,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Extremity, Back to Front, Normal."
ROCOv2_2023_train_012298,Radiograph taken 29 years after operation (second stage).,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Extremity, Anterior-Posterior View, Normal"
ROCOv2_2023_train_012300,CT showing rhinolith.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Nose, Frontal View, Rhinolith."
ROCOv2_2023_train_012303,Lung scan showing the presence of interstitial basal lung infiltrate,C0040405,X-Ray Computed Tomography,"Lung Scan, Lungs, Basal View, Interstitial Infiltrate."
ROCOv2_2023_train_012308,Length measurement of the lower limb to plan bone-lengthening surgery. The measurement shows a 2.8 cm LLD.,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Limb, Anterior-Posterior, Normal"
ROCOv2_2023_train_012317,Computed tomography scan of the pelvis revealed a highly vascular enhancing mass (arrow) in the pelvis.,C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"Computed tomography, Pelvis, Cross-sectional, Highly vascular enhancing mass."
ROCOv2_2023_train_012322,Chest X-ray showing no significant abnormalities and reported as normal,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Posterior View, Normal."
ROCOv2_2023_train_012330,Cranial CT images of patient 3.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Head, Above, Normal."
ROCOv2_2023_train_012335,Arterial phase of CT showed no mass in liver.,C0040405;C0023884,X-Ray Computed Tomography;Liver,"Computed Tomography, Liver, Arterial phase, Normal"
ROCOv2_2023_train_012359,Follow-up imaging - case 2Six-month follow-up anteroposterior (A) and lateral (B) radiographs show complete healing of the subtrochanteric fracture,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Extremity, Anteroposterior and Lateral, Follow-up."
ROCOv2_2023_train_012361,CT scan image of a PHNEC patient; CT scan showing a liver mass (segment VI and VII),C0040405,X-Ray Computed Tomography,"Computed Tomography, Liver, Side View, PHNEC patient."
ROCOv2_2023_train_012363,CT tomography of nasal fracture,C0040405,X-Ray Computed Tomography,"Computed Tomography, Nasal cavity, Frontal view, Normal."
ROCOv2_2023_train_012366,T2-weighted MRI of the abdomen showing bilateral adrenal masses. The left mass measures 4.3 cm and the right mass measures 2.8 cm in greatest dimension.,C0040405;C0000726,X-Ray Computed Tomography;Abdomen,"MRI, Abdomen, T2-weighted, Adrenal masses, Normal"
ROCOv2_2023_train_012368,Measurement of degree of slip.,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"X-ray, Vertebral column, Sagittal, Slip degree measurement: Normal"
ROCOv2_2023_train_012369,Measurement of slip angle.,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"X-ray, Vertebral column, Sagittal, Normal"
ROCOv2_2023_train_012370,Measurement of disc height.,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"X-ray, Spine, Sagittal view, Normal"
ROCOv2_2023_train_012373,Coronal CT scan of the neck showing a left supraclavicular mass with internal septations.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Neck, Coronal, Mass with Internal Septations Normal"
ROCOv2_2023_train_012374,Axial CT scan of the neck showing extension of left supraclavicular mass posteriorly.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Neck, Axial View, Normal."
ROCOv2_2023_train_012382,Angiography of left coronary system shows extensive native disease.,C0002978;C0018787,angiogram;Heart,"X-ray, Heart, Angiogram of left coronary system from side, Extensive native disease."
ROCOv2_2023_train_012388,CT chest showing diffuse ground-glass opacities,C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Top, Normal."
ROCOv2_2023_train_012401,CXR CTR is normal.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Normal."
ROCOv2_2023_train_012408,Panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Panoramic X-ray, Skull, Top-down view, Normal."
ROCOv2_2023_train_012410,Chest X-ray.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior to Anterior, Normal"
ROCOv2_2023_train_012412,MRI scan of the thorax shows a tumour at the left pleural cupula.,C0040405;C0817096;C0027651,X-Ray Computed Tomography;Chest;Neoplasms,"MRI, thorax, sagittal view of tumour, Tumour present."
ROCOv2_2023_train_012419,SlOO immunohistochemistry: The tumour cells are strongly positive as is a small peripheral nerve entrapped in the capsule of the tumour (central),C0040405;C0027651,X-Ray Computed Tomography;Neoplasms,"X-ray, Skull, Side, Neoplasm"
ROCOv2_2023_train_012437,VR shows renal artery dissection,C0040405,X-Ray Computed Tomography,"X-ray, Kidney, Renal artery dissection, Normal"
ROCOv2_2023_train_012448,"X-ray of chest showing resolution of the previously seen mediastinal mass, except for a small left parahilar opacity.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front-to-Back, Resolution of mediastinal mass with small left parahilar opacity."
ROCOv2_2023_train_012451,"Chest X-ray showing heterogenous bilateral, bibasal opacification mainly on the left side.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front and back, Bilateral bibasal opacity with main involvement on the left side."
ROCOv2_2023_train_012454,CXR shows opaque lungs with air bronchogram due to respiratory distress syndrome in a 1-day-old infant,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front-to-Back, Respiratory Distress Syndrome."
ROCOv2_2023_train_012459,"Four months after the endodontic treatment, the radiograph shows a slight decrease in lateral and periapical radiolucency.",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Bottom, Normal."
ROCOv2_2023_train_012460,Radiograph showing a moderate decrease in periapical and lateral radiolucency after 6 months.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Top view, Normal."
ROCOv2_2023_train_012461,Radiograph shows a slight lateral radiolucency at 2 years follow-up.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Side, Slight lateral radiolucency."
ROCOv2_2023_train_012462,Radiograph shows a complete resolution of the lesion after 18 years.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray of Bottom, Normal."
ROCOv2_2023_train_012469,Abdominal computed tomography showing pancreatomegaly and an increased amount of peripancreatic fat.,C0040405,X-Ray Computed Tomography,"X-ray computed tomography, Abdomen, Top, Pancreatitis."
ROCOv2_2023_train_012476,Retrograde pyelograms demonstrating bilateral filling defects in both ureters (black arrows).,C0002978,angiogram,"X-ray, Kidney, Pyelogram, Bilateral filling defects."
ROCOv2_2023_train_012478,Standing AP radiograph of the pelvis with internal (asterix) and external calibration marker (arrow) and performed measurements: central beam (C); marker diameter; distances of the markers from the central beam; position of the markers.,C1306645;C0030797;C1999039,Plain x-ray;Pelvis;Anterior-Posterior,"X-ray, Pelvis, Anterior-Posterior View, Normal."
ROCOv2_2023_train_012485,Computed tomography of the abdomen after radiation therapy showing partial remission.,C0040405;C0000726,X-Ray Computed Tomography;Abdomen,"X-ray, Abdomen, View from above, Partial remission."
ROCOv2_2023_train_012492,Preoperation KUB.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-back, Normal"
ROCOv2_2023_train_012493,Preoperation IVU.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Posterior View, Normal"
ROCOv2_2023_train_012495,Preoperation retrograde pyelography.,C1306645;C0000726,Plain x-ray;Abdomen,"Retrograde Pyelography, Kidney, Downwards View, Abnormal"
ROCOv2_2023_train_012496,Postoperation KUB.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Posterior View, Normal"
ROCOv2_2023_train_012497,Postoperation CT.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Posterior Head, Sagittal View, Normal"
ROCOv2_2023_train_012498,Postoperation Anterograde pyelography.,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Posterior View, Normal"
ROCOv2_2023_train_012510,Transverse plane image of contrast-enhanced CT scan demonstrating two pacemaker leads within the SVC.,C0040405,X-Ray Computed Tomography,"Computed Tomography image of Superior Vena Cava, Transverse plane, Normal."
ROCOv2_2023_train_012515,One of the intraoral images used in the visual grading analysis,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Intraoral X-ray, Mouth, Inside, Normal"
ROCOv2_2023_train_012516,One of the panoramic images used in the visual grading analysis,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Panoramic X-ray, Cranium, Top to bottom view of the skull, Normal."
ROCOv2_2023_train_012526,Riedel’s lobe of the liver,C0040405;C0023884,X-Ray Computed Tomography;Liver,"X-ray, Liver, Frontal view, Normal"
ROCOv2_2023_train_012556,Commuted Tomography (CT) scan demonstrating atlantoaxial dislocation.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Spinal Column, Frontal View of Image, Atlantoaxial Dislocation"
ROCOv2_2023_train_012557,"The initial axial CT scan of C1-C2 demonstrates rotatory displacement, CT-MIP (maximum intensity projection).",C0040405,X-Ray Computed Tomography,"X-ray Computed Tomography, Spine, Axial View, Normal."
ROCOv2_2023_train_012566,Abdominal computed tomography showing a huge tumor occupying the entire retroperitoneal space.,C0040405;C0027651,X-Ray Computed Tomography;Neoplasms,"X-ray, Abdomen, Occupying entire space, Huge tumor."
ROCOv2_2023_train_012574,"Pelvic CT scan demonstrates about 6 cm-sized lobulated soft tissue mass, which is heterogeneously enhanced.",C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"Computed Tomography Image of Pelvis, Bottom View, Soft Tissue Mass."
ROCOv2_2023_train_012584,Intra-operative photograph showing frank pus on opening of pancreatic duct.,C0040405,X-Ray Computed Tomography,"X-ray, Pancreas, Inside, Pus."
ROCOv2_2023_train_012589,Computed tomographic scan showing thyroid enlargement (arrowheads),C0040405,X-Ray Computed Tomography,"Computed tomography scan, Thyroid gland, Above, Enlargement."
ROCOv2_2023_train_012591,Preoperative x-ray demonstrating a large left sided hematothorax with slight mediastinal shift.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Large left-sided hematothorax with mediastinal shift."
ROCOv2_2023_train_012592,Preoperative contrast enhanced computed tomography scan.,C0040405,X-Ray Computed Tomography,"Computed Tomography, X-ray, Preoperative, Normal"
ROCOv2_2023_train_012594,Panoramic radiograph of the bony canal pathway (white arrows).,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic view of the bone structure, Normal"
ROCOv2_2023_train_012620,"Two-year postoperative radiograph, PDL regeneration is evident.",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Two-year postoperative, Normal"
ROCOv2_2023_train_012621,Abdominal CT showed a left distal ureter with herniation into the sciatic foramen. (arrow).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Cross-sectional View, Normal."
ROCOv2_2023_train_012623,Posterior slippage of the ring.,C1306645;C0000726;C1996865,Plain x-ray;Abdomen;Postero-Anterior,"X-ray, Abdomen, Posterior view, Posterior slippage"
ROCOv2_2023_train_012632,Computerized tomography of lung.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lung, Cross-Sectional View, Normal"
ROCOv2_2023_train_012640,Axial contrast-enhanced computed tomography image of the patient’s abdomen revealing pneumobilia (thick white arrows) and dilated intrahepatic biliary radicles (thin black arrows).,C0024485;C0000726,Magnetic Resonance Imaging;Abdomen,"Computed Tomography, Abdomen, Axial Contrast-Enhanced View, Pneumobilia."
ROCOv2_2023_train_012648,"Typical cases, anterioposterior film in pre-operation.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal"
ROCOv2_2023_train_012649,"Typical cases, anterioposterior film 2 weeks in postoperation.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Postoperative (2 weeks)"
ROCOv2_2023_train_012650,"Typical cases, anterioposterior film 1 year in postoperation.",C1306645;C0037949;C1999039,Plain x-ray;Vertebral column;Anterior-Posterior,"X-ray, Vertebral column, Anterior-Posterior film, Normal"
ROCOv2_2023_train_012651,"Typical cases, anterioposterior film 2 years in postoperation.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, 2 years postoperation Normal"
ROCOv2_2023_train_012652,Color Doppler shows an extraconal mass (arrow) with rich vascularity in the superomedial quadrant,C0040405,X-Ray Computed Tomography,"Ultrasound, Orbit, Side view, Extraconal mass with rich vascularity, Normal."
ROCOv2_2023_train_012671,"Angulation proposed in the studies of Fujii et al. [11] and Hyomoto et al. [10], to the value of 77.3°, in green. Angulation proposed by Yahara et al. [12], to the value of 17.5°, in blue.",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View, Normal"
ROCOv2_2023_train_012674,"Chest X‐ray on admission showing the older two leads at the left pectoral region, confirming the cutting of proximal segments during a previous procedure, and the newer two leads on her right side.",C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Normal."
ROCOv2_2023_train_012683,Radiographic examination 3 months later after the augmentation procedure.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain film of bone structure from above, Normal."
ROCOv2_2023_train_012684,Radiographic examination after the implantation procedure.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray of Bottom, Normal."
ROCOv2_2023_train_012686,Post-operative x-ray shows reduction.,C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Upper Extremity, Anterior-Posterior, Reduction Normal"
ROCOv2_2023_train_012698,Initial lateral view chest X-ray.,C1306645;C0817096;C0205129,Plain x-ray;Chest;Sagittal,"X-ray, Chest, Lateral View, Normal."
ROCOv2_2023_train_012714,Plain radiograph of the abdomen showing “thumbprinting” representing significant bowel mucosal edema.,C1306645;C0030797;C1999039;C0000726,Plain x-ray;Pelvis;Anterior-Posterior;Abdomen,"X-ray, Abdomen, Anterior-Posterior, Bowel Mucosal Edema"
ROCOv2_2023_train_012715,Computed tomography of the abdomen with oral contrast showing Accordion sign.,C0040405;C0000726,X-Ray Computed Tomography;Abdomen,"Computed Tomography, Abdomen, Below, Normal."
ROCOv2_2023_train_012734,"A proton radiograph of a canine's head obtained with the Paul Scherrer Institute system, published in 2004.2 Reproduced from Schneider et al2 with permission from the American Association of Physicists in Medicine.",C0024485,Magnetic Resonance Imaging,"X-ray, canine's head, Proton radiograph of the top and front of the head, Normal."
ROCOv2_2023_train_012738,Radiograph at 3-month follow-up showing complete bone healing.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal."
ROCOv2_2023_train_012745,Chest x ray of patient.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior to Anterior, Normal"
ROCOv2_2023_train_012746,Chest CT-scan of patient.,C0040405,X-Ray Computed Tomography,"X-ray Computed Tomography, Chest, Front View, Normal"
ROCOv2_2023_train_012771,CT KUB showing the cystic swelling arising from the appendiceal stump (red arrow).,C0040405;C0205207,X-Ray Computed Tomography;Cystic,"Computed Tomography, Abdomen, Cystic swelling, Cystic."
ROCOv2_2023_train_012780,Orthopantomogram does not reveal any changes in the region of interest.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Side View of Normal."
ROCOv2_2023_train_012782,X-ray cystogram showing bladder rupture,C1306645;C0030797;C1999039,Plain x-ray;Pelvis;Anterior-Posterior,"X-ray, Bladder, Bottom View, Rupture"
ROCOv2_2023_train_012787,CT scan of the pelvis after i.v. contrast showing multiple intramuscular masses (circle).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Pelvis, View from within, Multiple intramuscular masses."
ROCOv2_2023_train_012808,"Enlarged prostate measuring 5.6 cm transverse by 5.5 cm AP.AP, anteroposterior",C0040405,X-Ray Computed Tomography,"X-ray, Prostate, Transverse View, Enlarged Prostate."
